"FirstName","LastName","DisplayName","SamAccountName","DistinguishedName","EmailAddress","EmpID","JobTitle","Department","Guid","Created","Modified","Enabled"
"Fred","Calhoun","Fred Calhoun","fcalhoun","CN=Calhoun,Fred,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","fcalhoun@adnauseumgaming.com","GF6392","Marketing Analyst","Marketing","07c70308-ec45-4367-b95a-d17ffcfeaa60","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Ike","Baldwin","Ike Baldwin","ibaldwin","CN=Baldwin,Ike,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","ibaldwin@adnauseumgaming.com","YW5552","Marketing Manager","Marketing","51463107-b57c-43bf-aaf0-c378d9981688","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Leanna","Hoffman","Leanna Hoffman","lhoffman","CN=Hoffman,Leanna,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","lhoffman@adnauseumgaming.com","EL9238","Marketing Manager","Marketing","19f015ac-123c-4cc2-adad-d0dc3ec2e800","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Maricela","Ayala","Maricela Ayala","mayala","CN=Ayala,Maricela,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","mayala@adnauseumgaming.com","AW3733","Marketing Manager","Marketing","01066ac6-e835-4979-9dcd-8ecad2d7c0da","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Raymundo","Lucero","Raymundo Lucero","rlucero","CN=Lucero,Raymundo,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","rlucero@adnauseumgaming.com","MU2833","Marketing Analyst","Marketing","6617c698-b59c-4f2e-b817-c9cd10e8cf40","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Jeri","Sampson","Jeri Sampson","jsampson","CN=Sampson,Jeri,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","jsampson@adnauseumgaming.com","MA7925","HR Analyst","HR","c9aed1e6-b256-432d-8cf2-2f154a0e6f1c","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Angel","Rangel","Angel Rangel","arangel","CN=Rangel,Angel,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","arangel@adnauseumgaming.com","HR0789","Sales Representative","Sales","acc697ed-5ea1-45a1-89ea-ec05244734d9","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Rex","Deleon","Rex Deleon","rdeleon","CN=Deleon,Rex,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","rdeleon@adnauseumgaming.com","CY0523","Cybersecurity Engineer","Security","9547501f-bfab-4daf-b065-74e1e8846406","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Walter","Brady","Walter Brady","wbrady","CN=Brady,Walter,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","wbrady@adnauseumgaming.com","IW8554","Cybersecurity Engineer","Security","3e1bacbe-ceba-4e28-b09f-779abd6304e7","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Charlotte","Fisher","Charlotte Fisher","cfisher","CN=Fisher,Charlotte,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","cfisher@adnauseumgaming.com","YL0048","Cybersecurity Engineer","Security","59816022-52f1-4495-92b0-b6062f5eeec8","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Flora","Fry","Flora Fry","ffry","CN=Fry,Flora,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","ffry@adnauseumgaming.com","HO4768","Sales Representative","Sales","691c6127-5c56-430a-b027-eeccab077854","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Bennett","Yang","Bennett Yang","byang","CN=Yang,Bennett,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","byang@adnauseumgaming.com","YD6479","Sales Representative","Sales","30e647c6-e0d1-49a8-a043-bd13366aa686","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Theodore","Li","Theodore Li","tli","CN=Li,Theodore,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","tli@adnauseumgaming.com","CS0055","Cybersecurity Engineer","Security","9c2ad30d-8647-45ca-9a29-7ab0b81c1cbc","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Manuela","Arellano","Manuela Arellano","marellano","CN=Arellano,Manuela,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","marellano@adnauseumgaming.com","AB8092","Sales Representative","Sales","e237ff2c-fdcd-4f47-bd54-08a4cf0c565e","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Elbert","Nash","Elbert Nash","enash","CN=Nash,Elbert,OU=Users,OU=Accounting,DC=adnauseumgaming,DC=com","enash@adnauseumgaming.com","CF4597","Financial Analyst","Accounting","362e2adf-ef02-4ccf-8fb1-70f14da7f3e7","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Pam","Gilbert","Pam Gilbert","pgilbert","CN=Gilbert,Pam,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","pgilbert@adnauseumgaming.com","OC6971","HR Director","HR","861ecb76-b166-4d6f-9ede-b8e04b96d73c","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Carrol","Gilmore","Carrol Gilmore","cgilmore","CN=Gilmore,Carrol,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","cgilmore@adnauseumgaming.com","DL6264","Sales Representative","Sales","8bdbd92b-7724-4293-823d-fa16da44eac9","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Emerson","Mcintosh","Emerson Mcintosh","emcintosh","CN=Mcintosh,Emerson,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","emcintosh@adnauseumgaming.com","UC3142","Cybersecurity Engineer","Security","3b4b57c1-39b6-4745-890a-a811e3de460b","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Bobbie","Marshall","Bobbie Marshall","bmarshall","CN=Marshall,Bobbie,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","bmarshall@adnauseumgaming.com","SY0134","Marketing Manager","Marketing","d83d70e0-d751-4036-a3f6-b118d33aa9d3","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Maureen","Meyer","Maureen Meyer","mmeyer","CN=Meyer,Maureen,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","mmeyer@adnauseumgaming.com","YO6105","Cybersecurity Engineer","Security","f0068d71-48dd-454c-b7cb-668650d63f0d","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Erwin","Strong","Erwin Strong","estrong","CN=Strong,Erwin,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","estrong@adnauseumgaming.com","AV4562","Marketing Analyst","Marketing","801f26f5-8795-4a85-913a-745fa4c09445","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Romeo","Jackson","Romeo Jackson","rjackson","CN=Jackson,Romeo,OU=Users,OU=Accounting,DC=adnauseumgaming,DC=com","rjackson@adnauseumgaming.com","KN4968","Financial Analyst","Accounting","ab1db4be-940e-48b4-9967-80b216107c24","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Humberto","Huffman","Humberto Huffman","hhuffman","CN=Huffman,Humberto,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","hhuffman@adnauseumgaming.com","QZ4897","Marketing Manager","Marketing","492ebc23-ddd1-4e13-9a55-9839e0f6dcdd","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Garry","Horton","Garry Horton","ghorton","CN=Horton,Garry,OU=Users,OU=Accounting,DC=adnauseumgaming,DC=com","ghorton@adnauseumgaming.com","WD6239","Financial Analyst","Accounting","e5323daf-7b37-4129-bdde-05ec5d9674f2","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Antonio","York","Antonio York","ayork","CN=York,Antonio,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","ayork@adnauseumgaming.com","QL9749","Marketing Manager","Marketing","60a2404d-c76f-4ca8-8517-2698a5da627b","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Louise","Larson","Louise Larson","llarson","CN=Larson,Louise,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","llarson@adnauseumgaming.com","YH8054","HR Director","HR","c1cfeecf-af5c-4c9c-b0eb-644c8ea589f2","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Chase","Byrd","Chase Byrd","cbyrd","CN=Byrd,Chase,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","cbyrd@adnauseumgaming.com","WH3007","Cybersecurity Analyst","Security","164cfaf0-053e-44ff-a900-55ea6a086001","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Dwain","Miles","Dwain Miles","dmiles","CN=Miles,Dwain,OU=Users,OU=Accounting,DC=adnauseumgaming,DC=com","dmiles@adnauseumgaming.com","YF1171","Account Manager","Accounting","32d0e0ce-e7e1-474a-82f2-9250f742b52e","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Irma","Boyer","Irma Boyer","iboyer","CN=Boyer,Irma,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","iboyer@adnauseumgaming.com","FL9854","Sales Representative","Sales","b3cd5608-8704-4cea-92cd-27954692b03b","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Toni","Erickson","Toni Erickson","terickson","CN=Erickson,Toni,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","terickson@adnauseumgaming.com","GJ4388","HR Director","HR","a4e75469-6e25-402d-a2c9-ebb231cef7ae","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Graig","Mills","Graig Mills","gmills","CN=Mills,Graig,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","gmills@adnauseumgaming.com","FG8629","Sales Representative","Sales","2709f748-ceff-41aa-90fc-de80b059fd0b","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Darryl","Harmon","Darryl Harmon","dharmon","CN=Harmon,Darryl,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","dharmon@adnauseumgaming.com","XV1789","HR Director","HR","6eef59c8-08ae-4e69-90c0-d42b33204736","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Stacie","George","Stacie George","sgeorge","CN=George,Stacie,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","sgeorge@adnauseumgaming.com","CS1950","HR Analyst","HR","251f923e-0b90-4eab-a6fb-9b5a6df4ac57","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Patty","Camacho","Patty Camacho","pcamacho","CN=Camacho,Patty,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","pcamacho@adnauseumgaming.com","CL4471","HR Director","HR","be74eb66-d3c5-46c6-a8c7-96d91140ceff","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Marian","Floyd","Marian Floyd","mfloyd","CN=Floyd,Marian,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","mfloyd@adnauseumgaming.com","JT3182","HR Director","HR","17c0e36e-4f87-47ad-ad91-67ae722a706f","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Beverley","Mccormick","Beverley Mccormick","bmccormick","CN=Mccormick,Beverley,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","bmccormick@adnauseumgaming.com","NY9979","Sales Representative","Sales","537f4bf9-94c8-46c3-bd90-f37730580f5a","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Jarod","Stephens","Jarod Stephens","jstephens","CN=Stephens,Jarod,OU=Users,OU=Accounting,DC=adnauseumgaming,DC=com","jstephens@adnauseumgaming.com","SW1267","Financial Analyst","Accounting","e8b89d19-d7c9-4d53-89b5-fd38426b27d2","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Elisa","Juarez","Elisa Juarez","ejuarez","CN=Juarez,Elisa,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","ejuarez@adnauseumgaming.com","BT2295","HR Analyst","HR","f482b999-34cc-4238-b301-1df383ce849f","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Roberta","Franklin","Roberta Franklin","rfranklin","CN=Franklin,Roberta,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","rfranklin@adnauseumgaming.com","GV9533","HR Director","HR","03f78cf0-3784-4611-bd1e-1407235b1e42","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Therese","Booker","Therese Booker","tbooker","CN=Booker,Therese,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","tbooker@adnauseumgaming.com","MJ6777","Marketing Analyst","Marketing","71aee1e7-577d-4c57-9173-d193529804ad","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Crystal","Montes","Crystal Montes","cmontes","CN=Montes,Crystal,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","cmontes@adnauseumgaming.com","CA9387","Cybersecurity Engineer","Security","d6e3a654-b0da-4889-9760-21439e31e6c8","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Jack","Archer","Jack Archer","jarcher","CN=Archer,Jack,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","jarcher@adnauseumgaming.com","CI3254","Sales Representative","Sales","791c8444-4fc3-444a-8f8b-fc7137b670e5","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Dillon","Blanchard","Dillon Blanchard","dblanchard","CN=Blanchard,Dillon,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","dblanchard@adnauseumgaming.com","BT6520","Sales Representative","Sales","135edb94-dc84-4065-a55d-7b44df733ba0","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Marietta","Hall","Marietta Hall","mhall","CN=Hall,Marietta,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","mhall@adnauseumgaming.com","HO2210","Marketing Manager","Marketing","54f64672-d2c5-4e5d-b575-0d84191619ab","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Elliot","Rosales","Elliot Rosales","erosales","CN=Rosales,Elliot,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","erosales@adnauseumgaming.com","SP4170","HR Director","HR","b049253b-7459-40a3-89bd-c75f821fcce4","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Deon","Peterson","Deon Peterson","dpeterson","CN=Peterson,Deon,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","dpeterson@adnauseumgaming.com","BQ8536","Sales Representative","Sales","11ccc6e5-465a-435f-9a6f-af1493ad8edf","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"John","Boyd","John Boyd","jboyd","CN=Boyd,John,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","jboyd@adnauseumgaming.com","KI0096","HR Analyst","HR","188a9edf-6491-430f-8fee-8c663c94b11d","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Susanne","Wu","Susanne Wu","swu","CN=Wu,Susanne,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","swu@adnauseumgaming.com","VW4404","Marketing Manager","Marketing","3c850186-796d-4236-be2f-ea18043d13da","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Andrea","Daniels","Andrea Daniels","adaniels","CN=Daniels,Andrea,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","adaniels@adnauseumgaming.com","CG8002","Sales Representative","Sales","079a4e96-2003-4100-b9c2-32ad3cb1a1cc","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Aisha","Carlson","Aisha Carlson","acarlson","CN=Carlson,Aisha,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","acarlson@adnauseumgaming.com","DS2581","HR Analyst","HR","d851bb51-cd71-48b0-bfe0-8027d08e9fc4","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Steve","Blevins","Steve Blevins","sblevins","CN=Blevins,Steve,OU=Users,OU=Accounting,DC=adnauseumgaming,DC=com","sblevins@adnauseumgaming.com","BA4930","Account Manager","Accounting","7fe29fab-579a-4718-ae59-2be75e6fdba2","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Sonia","Benjamin","Sonia Benjamin","sbenjamin","CN=Benjamin,Sonia,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","sbenjamin@adnauseumgaming.com","LM5465","Sales Representative","Sales","e20db0dd-f6e7-4558-b4fc-0403de136430","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Jordan","Porter","Jordan Porter","jporter","CN=Porter,Jordan,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","jporter@adnauseumgaming.com","WV9895","Marketing Manager","Marketing","b7e9abc2-6d2f-4afe-8873-24869bf1b7cd","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Debora","Combs","Debora Combs","dcombs","CN=Combs,Debora,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","dcombs@adnauseumgaming.com","XP6144","Sales Representative","Sales","7c7f79c3-4e22-4fca-b057-1b4789067130","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Elisabeth","Maddox","Elisabeth Maddox","emaddox","CN=Maddox,Elisabeth,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","emaddox@adnauseumgaming.com","KH8114","Cybersecurity Analyst","Security","3d9aaf58-0dcd-44ae-87ed-092360c43852","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Raymundo","Gallagher","Raymundo Gallagher","rgallagher","CN=Gallagher,Raymundo,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","rgallagher@adnauseumgaming.com","WL9893","Cybersecurity Engineer","Security","476960af-8fbb-465b-8b36-73d79037dc60","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Georgina","Rice","Georgina Rice","grice","CN=Rice,Georgina,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","grice@adnauseumgaming.com","RP5525","Cybersecurity Engineer","Security","3409d3f4-51f9-42c6-9176-f77d93d09f25","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Coleen","Austin","Coleen Austin","caustin","CN=Austin,Coleen,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","caustin@adnauseumgaming.com","GE0526","HR Director","HR","0f4bc7ce-871c-4f3f-ba23-e85bea72d22c","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Leland","Wright","Leland Wright","lwright3880","CN=Wright,Leland,OU=Users,OU=Security,DC=adnauseumgaming,DC=com","lwright3880@adnauseumgaming.com","XZ5698","Cybersecurity Engineer","Security","2d5a9f79-2fdb-4d6f-af06-92d6bc236cca","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Liam","Wright","Liam Wright","lwright7960","CN=Wright,Liam,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","lwright7960@adnauseumgaming.com","CA6137","Marketing Analyst","Marketing","a574e0f6-5a15-4b40-ace5-9d272efefea5","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Donovan","Mata","Donovan Mata","dmata","CN=Mata,Donovan,OU=Users,OU=Accounting,DC=adnauseumgaming,DC=com","dmata@adnauseumgaming.com","JR5879","Financial Analyst","Accounting","a6aab1d6-28da-4a05-810f-f2ec0c94bf51","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Chelsea","Abbott","Chelsea Abbott","cabbott","CN=Abbott,Chelsea,OU=Users,OU=Marketing,DC=adnauseumgaming,DC=com","cabbott@adnauseumgaming.com","XG7836","Marketing Manager","Marketing","c6b16f16-efc6-4c8c-a12a-62913da0e8f5","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Clint","Heath","Clint Heath","cheath","CN=Heath,Clint,OU=Users,OU=Sales,DC=adnauseumgaming,DC=com","cheath@adnauseumgaming.com","YV2586","Sales Representative","Sales","55f77192-9e18-4911-a284-cbdd27e5882f","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Garth","Hoover","Garth Hoover","ghoover","CN=Hoover,Garth,OU=Users,OU=Accounting,DC=adnauseumgaming,DC=com","ghoover@adnauseumgaming.com","PO2767","Financial Analyst","Accounting","ef3bb963-cb87-4d34-9524-9ef3440a2079","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
"Lorie","Frye","Lorie Frye","lfrye","CN=Frye,Lorie,OU=Users,OU=HR,DC=adnauseumgaming,DC=com","lfrye@adnauseumgaming.com","JX3228","HR Analyst","HR","09d690b7-f143-42ab-899c-332af425aa42","1/14/2025 12:08 PM","1/14/2025 12:08 PM","TRUE"
